Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,18,Engineering,97.5205,68.96,46.87,89.5,70.44,4.99,53.17,74.35,A,27.9,0,1,PhD,1,6,4.6
Male,23,CS,74.85,63.19,77.38,86.95,59.34,7.81,53.37,92.36,A,28.9,1,1,High School,0,9,7.1
Male,23,Engineering,61.72,71.57,63.92,78.83,98.36,2.85,85.09,63.73,D,17.2,0,1,High School,1,2,4.6
Female,23,Engineering,59.69,80.55,43.59,57.24,79.14,2.91,88.4,71.31,D,9.2,0,1,Master's,0,2,6.8
Female,21,Engineering,61.15,83.61,61.33,90.16,93.4,7.75,71.68,80.24,F,27.2,0,1,PhD,0,7,5.0
Male,19,CS,85.43,61.4,86.31,65.38,59.78,1.29,67.62,75.86,A,19.9,0,1,PhD,1,4,8.3
Male,23,Engineering,52.899,74.28,76.91,88.58,90.5,8.23,63.9,97.513,F,23.7,0,1,PhD,0,1,4.2
Male,24,Mathematics,52.899,94.59,61.77,82.38,70.74,6.25,61.72,97.513,C,9.1,0,1,Not Reported,1,6,5.9
Female,24,CS,80.41,97.121,51.51,63.21,58.88,5.39,95.6,54.08,B,13.0,1,1,Not Reported,0,9,7.8
Male,22,CS,82.1,53.63,77.91,60.62,88.06,2.29,64.76,64.89,A,11.9,0,1,High School,0,10,7.7
Female,22,CS,83.26,51.57,93.25,56.55,88.1,7.86,82.4,52.4495,F,19.0,1,1,Bachelor's,1,6,4.7
Male,19,CS,68.59,80.6,78.78,62.1,99.79,8.05,89.35,70.89,B,28.9,0,1,PhD,1,6,5.0
Female,21,CS,75.4314094558,64.88,88.77,57.89,89.05,4.83,51.1,83.11,B,20.3,0,1,Not Reported,2,4,6.7
Female,21,Business,76.68,43.29,71.29,80.85,57.26,3.89,51.69,73.56,F,19.3,1,1,Master's,1,1,7.4
Female,18,Mathematics,55.27,60.81,83.08,79.94,66.13,2.46,66.66,53.36,F,24.0,0,1,Master's,0,7,7.8
Female,18,CS,75.4314094558,88.4,93.77,74.81,72.59,7.54,84.8,59.8,F,13.2,1,1,PhD,0,4,7.1
Male,23,Engineering,97.5205,87.85,86.39,82.09,56.33,6.39,63.04,58.66,B,11.3,0,1,Not Reported,0,9,7.9
Female,20,Engineering,53.0,69.68,94.59,90.74,89.4,2.07,50.07,75.56,D,26.0,0,0,Master's,0,4,6.2
Female,24,Engineering,69.57,68.35,65.87,95.68,76.33,7.94,64.41,83.88,D,28.9,0,1,PhD,1,9,6.8
Female,18,Engineering,74.38,74.77,94.25,61.52,97.22,8.82,54.51,65.82,B,15.5,0,1,Bachelor's,0,1,6.2
Male,21,CS,57.32,53.16,77.29,74.81,79.47,0.59,60.97,56.52,F,6.3,0,0,Master's,1,10,7.8
Male,24,Engineering,93.39,71.56,92.2,53.92,76.14,7.72,66.66,89.93,B,9.5,0,1,Not Reported,0,4,4.9
Male,20,Engineering,75.4314094558,43.29,42.978,56.01,53.57,8.53,56.4,92.92,F,26.4,0,0,Bachelor's,2,2,5.3
Male,18,Business,89.15,68.53,79.47,82.72,57.47,9.92,85.32,63.82,A,8.0,0,1,PhD,1,6,8.2
Male,19,Business,83.55,60.16,90.88,74.33,92.48,2.38,62.8,71.04,D,24.1,1,1,Master's,2,9,7.6
Male,22,CS,79.9,80.49,50.45,74.81,99.53,3.71,83.05,54.1,F,20.5,0,1,Master's,2,2,7.7
Female,18,CS,59.61,78.3,79.71,71.28,70.76,9.66,79.95,61.38,C,23.2,1,1,Not Reported,1,2,4.5
Female,18,Mathematics,61.04,62.85,89.5,56.38,90.5,0.94,94.9,88.35,C,11.4,0,1,PhD,0,1,6.4
Female,19,Engineering,75.4314094558,43.29,57.28,93.6,81.38,5.24,54.4,68.26,A,6.3,0,1,Not Reported,0,9,6.8
Male,21,Business,62.04,55.14,64.31,54.14,97.95,5.07,60.73,80.23,B,6.3,1,1,PhD,0,1,7.9
Female,23,CS,67.27,78.0,74.17,59.45,61.91,6.07,93.26,97.31,C,23.1,1,1,Master's,1,2,6.1
Female,19,Engineering,75.4314094558,44.34,71.15,63.85,77.24,3.31,91.11,86.18,F,20.3,1,1,Master's,1,5,6.7
Male,23,Engineering,68.32,46.46,42.978,99.76,70.44,9.26,59.61,72.67,C,26.0,0,1,Not Reported,1,7,5.2
Female,18,Business,87.73,78.82,45.92,70.84,77.09,2.7,55.39,68.34,B,15.0,0,1,Bachelor's,0,9,8.2
Male,21,CS,75.4314094558,85.35,46.03,75.09,63.44,6.5,92.81,59.53,F,18.9,1,1,PhD,1,1,8.6
Female,20,CS,89.24,59.29,55.74,88.48,74.89,4.96,58.91,87.81,A,24.6,0,1,PhD,0,8,6.3
Male,18,Engineering,97.5205,69.38,54.75,81.82,81.24,2.67,93.56,55.62,A,17.4,0,1,PhD,2,1,6.2
Male,19,Business,61.99,96.74,84.53,92.07,54.06,1.89,98.06,53.07,A,28.9,0,1,High School,0,9,5.6
Male,20,Mathematics,75.4314094558,96.73,74.36,74.32,87.15,9.57,61.04,55.24,A,23.6,0,1,Not Reported,0,10,5.3
Female,22,Mathematics,81.09,58.45,85.84,98.61,85.33,5.61,92.02,62.15,F,22.1,1,1,Bachelor's,1,2,6.8
Female,20,Mathematics,90.86,88.6,44.19,89.84,94.02,6.04,71.19,81.36,A,25.0,0,0,PhD,1,3,4.8
Male,19,CS,82.58,75.64,69.11,70.07,71.29,7.83,89.44,93.07,A,24.4,0,0,Not Reported,0,10,6.9
Male,24,CS,75.4314094558,97.121,59.43,69.06,53.08,0.81,70.37,97.513,B,10.5,0,1,Bachelor's,2,4,6.8
Female,20,CS,61.4,68.66,91.0,96.47,73.07,7.14,53.52,86.57,D,10.3,0,1,Bachelor's,0,3,7.5
Female,19,CS,53.5,86.48,82.47,74.81,56.88,1.65,85.63,57.3,D,20.2,1,1,Master's,0,2,5.1
Male,24,Business,76.78,86.09,92.16,74.81,82.37,7.4,57.53,63.89,B,15.9,0,1,Not Reported,0,5,7.5
Female,18,Business,97.5205,69.85,42.978,87.89,52.36,1.41,96.35,56.6,B,26.8,1,1,PhD,1,2,4.2
Female,24,CS,86.9,87.74,83.25,74.81,68.7,8.32,70.89,55.78,A,12.3,0,1,PhD,0,2,6.7
Female,21,Engineering,66.37,55.66,72.4,57.96,54.14,6.81,54.1,78.39,A,13.3,0,1,Not Reported,0,8,8.2
Male,22,Mathematics,91.36,47.34,89.5,65.96,50.17,3.86,61.42,95.34,B,9.2,1,1,High School,1,2,7.6
Male,24,Engineering,88.45,65.51,70.43,74.81,98.03,3.59,93.13,84.22,A,28.9,0,1,High School,2,8,8.3
Female,21,CS,64.08,96.62,72.41,50.91,99.81,1.49,66.05,90.03,B,7.9,0,0,High School,0,8,4.7
Male,21,Engineering,52.899,70.04,43.11,71.87,77.78,9.04,92.82,75.4,C,28.9,0,1,High School,0,1,7.6
Female,21,CS,55.91,78.12,80.11,87.79,61.95,1.19,58.61,73.77,F,22.7,1,1,Master's,1,5,6.3
Female,24,Engineering,93.87,77.45,56.39,58.21,95.55,4.72,73.41,96.87,A,7.2,0,1,Not Reported,1,9,5.6
Male,19,Engineering,91.83,47.95,42.978,53.23,96.15,2.37,93.91,86.1,A,8.8,0,1,Not Reported,2,8,5.8
Male,19,CS,64.76,63.42,43.99,91.8,92.73,9.96,52.42,72.97,F,13.2,1,1,Master's,1,10,4.5
Male,22,Mathematics,64.26,82.42,96.79,74.81,77.22,5.86,65.21,66.63,C,11.5,1,1,PhD,1,9,7.5
Female,19,Engineering,89.64,97.121,60.76,58.83,53.74,1.5,95.49,54.66,B,28.9,0,1,Master's,1,3,7.2
Female,23,Engineering,96.89,50.08,92.08,90.32,54.42,6.68,79.83,91.05,B,20.3,1,1,High School,1,2,4.8
Male,19,Mathematics,88.96,64.63,96.79,82.91,94.83,9.92,85.81,58.47,B,6.9,0,1,Not Reported,2,1,6.7
Male,19,CS,80.28,45.71,96.6,66.71,93.79,6.05,92.11,75.75,A,18.1,0,1,Master's,0,8,4.6
Male,19,CS,62.13,54.54,92.9,68.81,71.72,4.57,76.18,81.86,F,27.4,1,1,High School,0,8,5.6
Female,18,Business,76.29,62.61,93.69,57.79,66.41,2.93,92.27,87.2,F,15.4,0,1,High School,0,8,4.2
Female,22,CS,61.68,72.44,57.34,91.76,82.21,0.92,81.94,54.17,B,21.7,0,1,Bachelor's,2,3,7.1
Female,23,Business,90.4,53.83,49.09,75.45,90.35,2.28,84.28,52.4495,A,24.3,1,1,PhD,1,1,4.2
Male,19,CS,69.35,53.65,78.36,77.85,86.58,5.54,57.64,85.3,C,9.6,0,1,PhD,0,9,5.3
Male,22,CS,91.68,86.67,69.29,94.17,80.78,7.54,96.95,72.72,A,26.4,0,0,PhD,0,7,5.3
Female,20,Engineering,69.08,97.121,45.92,50.79,61.58,8.78,89.8,59.06,A,16.2,0,1,Not Reported,0,6,7.7
Male,18,CS,91.21,59.42,80.65,53.35,63.13,7.94,62.71,97.513,B,6.4,0,1,Not Reported,1,7,6.3
Male,24,Business,66.67,81.28,73.77,58.08,86.2,1.25,79.0,89.57,B,27.0,0,1,Not Reported,1,6,6.9
Male,19,Engineering,75.4314094558,55.48,91.78,51.5,90.13,7.73,68.82,78.93,D,19.1,0,1,Not Reported,0,4,5.2
Male,23,Mathematics,75.4314094558,95.68,76.55,74.81,55.81,5.82,83.02,85.11,F,10.0,1,1,High School,2,2,6.7
Female,18,Business,53.51,80.37,74.44,81.69,59.36,4.69,99.69,57.75,F,12.9,1,0,PhD,1,1,4.7
Male,23,CS,97.41,88.16,66.45,60.54,84.02,5.73,52.29,97.513,A,19.2,0,1,Not Reported,1,9,8.8
Female,24,Business,78.68,43.29,67.77,57.47,69.45,0.08,97.63,97.513,F,14.4,0,1,PhD,1,2,6.6
Female,24,Engineering,75.39,75.91,96.79,57.28,78.16,0.68,53.62,82.42,F,10.8,1,1,High School,1,6,8.4
Male,18,Engineering,91.97,71.66,48.31,74.81,80.74,5.26,73.04,83.42,A,17.0,0,1,Not Reported,1,8,4.5
Female,20,Business,93.29,57.58,66.77,84.68,88.81,1.74,74.11,85.22,A,9.6,0,1,Not Reported,0,7,7.0
Female,22,Engineering,76.11,55.75,79.35,79.27,90.29,5.46,63.44,83.29,D,11.1,0,1,Master's,0,9,7.4
Male,18,Engineering,96.36,74.8,65.98,66.12,64.0,3.54,78.33,71.93,A,25.7,1,1,Not Reported,1,9,7.9
Female,21,Engineering,53.24,82.39,56.99,71.65,77.06,9.07,91.7,77.03,D,10.7,1,1,Not Reported,1,4,6.4
Female,24,CS,55.66,43.29,57.24,54.47,56.18,9.5,64.7,64.14,C,22.4,0,1,Bachelor's,2,9,4.2
Female,20,CS,75.4314094558,74.04,54.02,99.91,92.1,9.8,53.52,72.34,D,11.3,0,1,High School,0,10,5.3
Female,24,Engineering,67.7,50.23,60.63,87.75,92.27,8.99,81.61,71.81,C,10.3,0,1,Master's,1,2,5.4
Female,21,CS,73.21,48.42,92.3,81.07,64.98,9.86,87.59,64.41,A,11.3,1,1,High School,0,1,5.6
Female,20,CS,66.4,77.39,70.31,79.39,58.03,7.06,97.73,89.34,D,16.7,0,1,Not Reported,2,6,4.5
Female,24,CS,70.24,58.65,54.41,75.22,53.5,9.61,57.98,70.48,D,8.7,0,0,Not Reported,1,4,4.2
Female,21,Engineering,91.13,66.45,63.07,62.87,78.75,6.42,95.07,77.59,A,7.7,1,1,Master's,1,4,6.6
Male,21,CS,79.67,61.6,46.35,61.32,54.57,8.09,74.11,57.8,D,23.9,0,1,High School,0,10,7.7
Male,24,Business,97.5205,78.9,94.24,74.81,84.03,1.32,61.79,73.75,B,6.3,0,1,Not Reported,0,10,5.2
Male,24,CS,89.34,68.21,64.49,53.51,83.91,6.83,98.14,88.07,A,14.6,1,1,Not Reported,1,1,7.5
Female,23,Engineering,63.68,97.121,96.79,53.72,80.7,9.31,61.92,72.23,D,14.9,0,1,Bachelor's,1,6,7.7
Female,18,Engineering,63.22,61.14,60.85,78.04,93.83,5.4,86.67,77.89,A,27.3,0,1,High School,2,3,6.1
Female,18,Engineering,66.79,84.42,90.18,95.99,68.91,1.87,89.24,85.09,F,24.4,0,1,PhD,1,7,6.6
Male,20,CS,75.4314094558,55.44,55.38,95.71,95.11,5.27,71.53,69.45,D,17.8,0,1,High School,0,1,5.6
Male,22,Mathematics,52.899,70.53,44.57,50.54,51.85,7.07,84.5,67.66,D,17.0,0,1,High School,1,8,5.9
Male,24,Mathematics,61.51,73.15,42.978,55.37,55.64,7.7,78.62,54.29,C,19.1,0,1,PhD,2,9,6.9
Female,23,Business,95.25,59.75,76.37,79.15,70.61,5.24,59.6,79.11,A,13.9,0,1,Bachelor's,2,4,5.8
Male,18,Mathematics,81.99,68.31,58.69,92.42,79.7,2.17,87.99,85.35,F,22.5,0,1,Not Reported,1,5,6.5
Male,18,Engineering,61.34,56.76,66.61,97.72,51.62,9.27,96.4,79.06,A,22.2,0,1,PhD,0,8,7.7
Female,23,Engineering,60.96,43.29,89.12,93.03,78.37,7.74,74.43,64.18,D,19.4,0,1,Bachelor's,1,5,8.8
Male,19,Business,93.13,52.94,54.89,83.88,65.37,2.71,99.72,63.12,B,6.4,0,1,Master's,1,10,8.5
Female,23,Engineering,94.69,82.0,58.52,60.03,94.36,8.12,71.4,57.97,B,8.2,1,1,Master's,1,4,8.6
Male,18,Business,62.81,86.26,90.72,53.63,76.66,3.48,73.99,52.4495,F,6.3,1,1,Not Reported,0,5,8.6
Female,22,Business,71.03,56.81,69.57,52.38,79.39,3.12,83.69,71.34,A,23.0,1,1,PhD,0,2,5.2
Female,19,Mathematics,91.73,64.48,89.66,74.81,97.28,8.63,59.29,58.03,B,16.9,1,1,Master's,1,10,8.7
Female,21,CS,88.55,43.29,62.47,51.81,88.21,8.73,95.1,84.54,A,28.9,0,1,High School,1,2,5.1
Female,23,Business,90.7,54.22,63.9,86.96,71.91,3.98,90.06,97.513,B,28.8,0,1,Bachelor's,0,1,8.3
Female,21,Engineering,75.92,86.75,50.03,85.62,73.84,0.09,93.62,53.67,D,25.0,1,1,Master's,0,4,6.9
Male,19,Engineering,95.58,76.36,94.98,74.81,82.4,1.87,80.48,94.65,A,16.1,1,1,Master's,1,10,8.2
Female,19,CS,66.3,52.35,93.81,95.33,60.01,9.09,94.19,82.89,F,12.9,0,1,PhD,1,8,8.8
Female,19,Business,57.83,55.45,96.79,74.81,54.43,8.99,84.0,93.01,D,10.0,0,0,High School,1,10,8.4
Female,20,Mathematics,85.44,89.01,64.15,95.22,65.56,4.53,75.58,57.75,A,10.8,0,1,Master's,0,10,8.1
Female,23,CS,76.97,52.55,89.12,95.08,88.92,3.04,96.59,95.32,D,28.9,0,1,High School,1,10,5.0
Male,24,Engineering,92.73,60.05,64.9,59.85,62.87,3.03,71.99,97.513,A,18.3,0,1,Bachelor's,2,10,8.3
Female,22,CS,54.06,79.86,67.26,69.03,56.54,8.97,75.03,95.34,F,6.3,0,1,Bachelor's,0,2,4.8
Male,22,Mathematics,92.18,73.67,89.8,56.73,60.95,3.25,58.48,89.27,A,6.3,0,1,Bachelor's,0,7,6.6
Female,21,Engineering,64.66,67.65,50.64,88.75,83.95,5.12,97.38,54.52,D,16.5,0,1,Not Reported,2,8,6.5
Female,21,CS,82.74,93.98,53.22,75.21,80.7,7.31,61.05,61.04,A,16.1,0,1,PhD,1,10,6.6
Male,24,CS,52.899,53.18,58.88,74.81,84.42,2.09,60.07,95.66,D,15.1,0,0,Bachelor's,1,1,7.6
Male,21,Engineering,80.48,84.49,87.29,74.81,66.1,2.54,55.06,61.47,D,25.6,0,1,Not Reported,1,3,6.0
Male,23,CS,85.86,49.54,62.36,74.81,95.04,3.58,72.67,67.39,B,22.6,0,1,Not Reported,0,6,6.3
Female,18,Engineering,68.44,76.94,61.49,99.46,72.59,6.54,63.68,52.52,F,7.7,0,1,PhD,0,7,7.3
Male,21,Mathematics,75.4314094558,92.24,96.79,83.27,75.69,8.17,87.04,81.4,C,14.1,0,1,Bachelor's,0,5,7.4
Female,19,Business,76.88,67.47,63.03,53.44,97.44,5.47,65.38,78.17,F,19.9,1,1,PhD,0,7,6.2
Male,21,CS,91.66,83.46,54.87,79.42,98.96,1.33,86.04,97.513,B,14.6,0,1,PhD,0,6,4.3
Male,19,Mathematics,66.18,89.22,77.39,58.99,83.08,4.46,59.8,94.62,A,10.2,0,1,Not Reported,2,7,5.3
Female,20,Engineering,62.62,48.16,88.11,51.53,97.24,1.28,61.5,75.3,D,20.7,0,0,PhD,0,4,8.7
Male,18,CS,75.4314094558,82.35,44.18,66.75,77.08,0.88,90.31,80.47,F,20.1,0,1,Not Reported,0,2,8.6
Male,18,CS,97.46,95.19,77.13,74.81,65.36,5.9,68.55,70.66,B,28.9,0,0,Bachelor's,0,8,7.2
Female,24,CS,67.96,74.58,42.978,74.81,65.75,9.56,55.59,56.62,C,19.0,0,1,PhD,0,1,4.9
Female,23,Business,75.4314094558,51.17,71.58,68.68,77.95,8.38,98.07,93.39,F,26.9,0,1,Not Reported,0,4,4.5
Female,23,CS,75.4314094558,47.62,55.42,86.65,80.25,7.74,58.87,77.48,D,28.7,1,1,Bachelor's,0,4,8.7
Male,22,CS,84.96,55.58,58.4,50.81,71.98,7.27,57.51,71.27,A,15.9,0,1,High School,1,1,8.4
Male,20,Business,56.43,46.21,68.03,50.74,94.19,8.97,67.92,53.42,D,6.3,0,1,Not Reported,1,8,6.0
Male,24,Engineering,97.5205,70.8,95.63,51.47,71.33,7.53,54.78,83.27,A,8.6,0,1,High School,0,6,7.1
Male,23,Business,80.4,44.18,82.64,60.97,63.67,6.27,57.78,69.98,D,17.6,1,1,High School,1,2,8.6
Male,19,Business,75.04,53.4,96.21,68.7,50.4,3.65,92.32,62.68,A,27.3,0,1,Master's,0,4,4.7
Female,20,CS,69.11,66.39,79.6,80.39,98.53,1.01,58.58,93.84,D,21.4,0,1,High School,1,7,7.2
Male,18,Business,94.93,68.43,42.978,99.3,91.22,4.61,55.57,59.18,A,10.0,1,1,Not Reported,0,9,8.6
Female,19,CS,62.2,73.92,55.94,67.72,80.78,9.25,94.0,75.75,B,22.5,0,1,PhD,1,7,8.2
Male,24,Engineering,64.29,82.34,94.35,52.78,91.53,5.83,72.19,89.79,A,27.4,0,1,Not Reported,1,2,5.4
Female,24,Engineering,56.12,43.29,78.61,59.75,90.51,1.85,57.86,92.45,C,6.3,1,1,Not Reported,0,1,8.8
Male,20,CS,87.96,44.84,96.79,94.89,96.59,6.49,79.08,90.94,A,11.1,0,1,Not Reported,0,10,5.0
Male,18,Mathematics,79.78,43.65,49.36,74.81,69.3,4.65,52.08,94.83,B,8.8,0,1,Not Reported,0,7,5.0
Female,23,Engineering,80.45,65.39,57.8,89.51,77.74,9.31,71.37,57.12,F,24.6,1,1,Not Reported,1,9,4.5
Male,19,CS,60.92,43.29,61.74,56.21,54.93,1.61,79.52,97.02,F,27.3,0,1,High School,2,2,4.6
Female,19,Mathematics,82.56,84.76,59.59,74.81,98.27,7.12,97.86,52.4495,D,18.9,0,1,High School,2,3,7.8
Male,18,Engineering,88.27,53.38,55.12,55.61,99.26,6.82,66.32,62.8,B,26.2,0,1,Not Reported,1,4,5.4
Male,19,Engineering,67.89,96.35,66.61,92.86,89.45,9.84,88.25,54.2,F,21.4,0,1,Not Reported,2,9,8.3
Female,23,Engineering,90.07,69.18,78.54,60.5,72.71,5.65,56.63,97.28,A,21.4,0,0,Bachelor's,2,7,8.3
Male,23,Business,67.44,66.78,58.68,82.16,74.83,8.72,71.68,71.2,F,19.5,0,1,Bachelor's,1,2,4.6
Female,23,CS,87.91,86.83,44.78,75.81,71.77,0.25,61.16,65.76,A,6.3,1,1,Bachelor's,0,4,6.7
Male,18,CS,52.899,82.79,82.51,77.22,64.67,1.23,74.62,58.35,D,28.4,1,1,High School,2,4,7.7
Male,21,Engineering,75.4314094558,76.44,67.54,59.77,76.39,3.46,70.86,57.79,D,13.9,1,1,Not Reported,0,4,7.4
Male,21,CS,97.5205,96.11,73.39,81.76,52.67,6.19,98.99,80.7,A,25.1,1,1,Not Reported,1,10,4.5
Male,24,Business,97.5205,65.34,67.32,52.16,99.59,4.49,95.87,52.4495,B,25.2,1,1,Not Reported,1,7,5.6
Male,24,CS,64.09,88.51,93.42,99.67,71.2,2.03,79.11,79.72,C,28.9,1,1,Not Reported,2,6,7.1
Male,19,CS,72.07,62.81,73.52,51.34,96.37,5.89,58.83,88.73,D,13.2,0,1,Bachelor's,1,2,6.9
Male,23,CS,53.15,90.3,95.4,52.51,86.21,5.67,77.85,80.05,D,28.9,0,1,Bachelor's,0,10,8.1
Female,19,Business,93.67,55.57,70.63,66.23,64.5,5.24,89.6,91.33,B,12.5,0,1,Not Reported,0,2,4.3
Male,18,Business,78.43,57.36,57.56,91.58,61.1,0.91,51.9,63.26,C,16.3,1,0,PhD,0,3,6.4
Male,19,CS,69.26,80.67,61.33,62.86,99.78,9.27,71.7,53.86,A,22.7,0,1,PhD,1,10,8.2
Male,22,Engineering,55.64,52.76,71.33,73.6,88.61,5.92,52.13,86.05,C,8.9,1,1,Bachelor's,0,1,8.8
Female,21,CS,97.34,53.75,71.8,74.81,62.48,2.64,62.2,91.41,B,11.7,0,1,Not Reported,1,9,4.6
Female,19,Engineering,76.51,58.32,81.24,74.81,53.37,6.87,54.61,75.08,B,23.2,0,0,PhD,1,7,7.2
Male,19,CS,64.15,80.74,53.47,80.4,84.85,3.18,98.03,91.03,B,28.9,1,1,Bachelor's,1,7,4.2
Male,20,Engineering,67.51,93.36,79.53,74.81,65.15,5.06,58.44,72.9,B,23.3,1,1,Not Reported,0,9,5.7
Male,19,Engineering,63.53,80.47,86.72,84.71,61.07,3.41,57.51,59.93,C,26.6,0,0,Not Reported,1,7,6.2
Female,22,Mathematics,80.09,89.67,80.6,89.27,86.75,8.8,98.6,73.72,D,6.3,1,1,Not Reported,1,1,5.7
Male,21,CS,96.5,72.61,68.91,92.52,83.96,9.94,75.8,60.8,A,19.4,0,0,Master's,1,4,7.1
Female,20,Business,75.4314094558,44.14,96.79,56.69,74.07,1.61,87.9,73.6,A,27.9,1,1,PhD,2,9,4.2
Male,18,Engineering,73.02,46.03,64.29,72.78,97.13,0.24,66.37,57.38,B,22.1,0,0,High School,0,6,8.5
Female,24,Mathematics,91.32,73.26,46.4,97.35,83.98,2.19,76.64,59.28,A,21.9,0,1,High School,0,8,5.6
Female,18,CS,71.16,59.67,89.29,88.6,94.67,5.9,50.34,94.15,F,10.1,0,1,High School,1,3,4.8
Male,21,CS,62.62,53.23,52.73,55.85,59.53,1.74,70.44,55.79,F,26.5,1,1,High School,2,6,6.2
Male,24,Business,97.5205,67.98,82.8,75.13,64.83,8.11,77.75,61.21,A,26.6,0,1,Master's,0,4,6.6
Male,18,CS,65.19,79.99,50.74,96.12,55.23,4.09,75.72,97.513,A,20.4,0,1,Not Reported,1,8,4.3
Male,22,CS,66.19,63.1,42.978,72.0,65.23,6.11,70.29,78.8,A,15.7,0,1,Not Reported,0,3,8.0
Male,19,CS,97.5205,88.15,49.59,91.87,98.59,4.56,89.4,79.29,B,25.6,0,1,High School,0,5,7.7
Male,21,Business,56.7,84.31,62.62,74.79,98.14,9.03,75.08,92.25,F,16.6,0,1,Not Reported,2,2,6.6
Male,24,CS,88.03,84.09,46.4,55.34,88.02,0.35,81.81,76.22,B,25.6,0,1,PhD,1,7,4.9
Female,20,Business,96.79,97.121,51.86,57.39,76.05,7.29,59.23,61.09,A,17.1,0,1,PhD,1,9,8.6
Male,19,Engineering,75.59,57.71,85.88,52.33,89.04,6.52,93.08,71.12,C,19.5,0,1,Not Reported,1,5,8.0
Male,18,CS,52.899,78.68,86.19,59.77,77.67,6.5,68.14,87.75,D,23.7,0,1,PhD,1,9,5.2
Female,18,Engineering,68.75,91.33,89.05,94.68,50.18,4.14,74.11,93.62,F,11.6,0,1,Bachelor's,0,2,7.7
Male,20,CS,55.58,74.77,90.47,82.51,75.08,0.16,67.61,63.66,D,11.2,0,1,Not Reported,2,8,4.5
Male,22,Engineering,70.81,87.37,65.23,86.94,79.95,6.89,94.6,63.1,D,21.7,0,1,PhD,1,3,4.6
Male,20,Engineering,75.4314094558,64.87,92.05,81.08,63.29,8.29,95.04,66.38,B,28.8,0,1,Master's,0,10,6.2
Male,21,Engineering,71.94,75.43,71.56,69.33,60.16,0.85,61.21,79.81,F,16.2,1,1,Bachelor's,0,5,7.5
Female,20,CS,71.6,43.34,68.24,60.84,63.69,4.42,87.64,63.93,D,27.5,0,1,Not Reported,0,3,8.6
Female,18,Engineering,75.4314094558,97.121,83.11,96.28,81.18,1.63,55.14,94.66,D,18.0,0,1,High School,0,5,8.8
Male,22,Business,79.08,88.0,52.83,75.74,57.3,6.11,51.49,97.513,A,28.9,0,1,PhD,0,5,7.5
Male,22,Business,92.81,92.13,87.37,74.05,86.02,7.86,91.83,83.96,A,24.8,1,1,Not Reported,0,1,7.9
Female,23,Business,65.42,81.66,65.77,99.81,71.13,6.67,56.56,97.513,B,26.5,0,1,Not Reported,1,8,6.6
Male,20,CS,91.08,51.16,47.64,69.2,67.67,3.18,57.74,64.39,A,22.0,1,0,High School,2,7,4.3
Female,21,Business,78.3,43.29,47.16,92.71,90.36,1.4,80.33,90.76,C,26.7,0,1,Not Reported,1,8,4.6
Female,18,CS,65.03,91.88,49.89,93.12,75.3,7.94,90.84,83.92,C,19.8,0,1,PhD,1,3,8.8
Female,19,CS,64.76,63.78,93.43,61.63,68.92,3.24,59.48,63.16,A,19.2,0,1,Bachelor's,0,7,6.0
Male,22,Business,68.06,55.83,96.79,54.74,93.91,0.22,55.71,65.92,D,26.8,0,0,PhD,0,7,7.9
Male,20,Mathematics,81.13,73.7,61.42,74.81,68.41,5.71,53.87,74.43,F,6.3,0,1,Master's,0,2,5.1
Male,23,Engineering,61.54,65.25,57.53,71.29,92.95,2.47,51.24,89.58,C,17.0,0,1,Not Reported,2,3,6.7
Female,21,CS,96.02,79.1,53.13,50.11,75.21,8.41,55.82,93.61,A,26.8,0,0,High School,2,6,4.8
Male,21,CS,78.75,69.03,89.43,74.95,60.4,1.43,97.13,81.7,B,9.9,0,1,Master's,1,4,8.0
Male,24,Engineering,96.0,81.83,52.55,80.97,80.64,4.35,54.76,86.08,A,28.9,0,1,Not Reported,0,4,4.8
Female,18,Business,52.899,91.21,95.45,88.8,64.27,2.53,79.88,63.19,C,23.5,0,1,Not Reported,1,1,7.5
Male,22,CS,67.13,51.73,80.04,97.15,57.36,6.9,96.05,87.05,C,24.1,1,0,Bachelor's,1,8,4.8
Male,18,Business,52.899,59.77,93.83,74.81,54.33,5.49,81.39,80.25,C,21.6,0,0,High School,2,2,8.1
Male,23,CS,63.61,66.21,73.24,97.01,62.08,7.91,51.64,61.15,F,16.2,0,1,PhD,1,6,6.5
Female,19,Business,93.1,97.121,81.44,51.61,86.83,4.59,79.82,97.51,A,16.5,1,1,Not Reported,1,10,6.1
Male,19,Mathematics,52.899,61.92,77.17,85.59,91.9,0.05,95.15,75.64,D,26.0,1,1,Master's,1,10,5.7
Female,19,Engineering,71.81,62.87,89.87,74.81,93.09,2.15,66.13,89.72,B,8.5,0,1,Not Reported,1,1,7.4
Female,21,CS,55.88,79.21,90.15,59.38,63.51,9.99,65.68,76.28,D,18.1,0,1,PhD,1,1,4.4
Female,22,Business,70.84,65.15,75.39,90.02,83.05,4.05,62.44,96.65,D,12.7,1,1,Master's,1,10,8.3
